Bruges_Belgium,51.209348,3.2246995000000425
CapeTown_SouthAfrica,-33.9248685,18.424055299999964
Vancouver_Canada,49.2827291,-123.12073750000002
Chicago_UnitedStates,41.8781136,-87.62979819999998
Cambridge_England,52.205337,0.12181699999996454
Washington_UnitedStates,38.9071923,-77.03687070000001
StPetersburg_Russia,59.9342802,30.335098600000038
Barcelona_Spain,41.3850639,2.1734034999999494
Seattle_Washington,47.6062095,-122.3320708
HongKong_China,22.330228971015224,114.17833321215824
Tokyo_Japan,35.708307215891665,139.742689828955
LosAngeles_UnitedStates,34.0522342,-118.2436849
LasVegas_UnitedStates,36.1699412,-115.13982959999998
Baltimore_UnitedStates,39.2903848,-76.61218930000001
Philadelphia_UnitedStates,39.9525839,-75.16522150000003
Venice_Italy,45.4408474,12.31551509999997
SãoPaulo_Brazil,-23.5505199,-46.63330939999997
Recife_Brazil,-8.0475622,-34.8769643
Florence_Italy,43.7695604,11.25581360000001
Sofia_Bulgaria,42.6977082,23.321867500000053
Madrid_Spain,40.4167754,-3.7037901999999576
Varna_Bulgaria,43.2140504,27.914733299999966
Paris_France,48.856614,2.3522219000000177
Honolulu_UnitedStates,21.3069444,-157.85833330000003
Madison_UnitedStates,43.0730517,-89.40123019999999
DelhiIIT_India,28.5449756,77.19262830000002
BHU_India,25.2677203,82.99125819999995
Sydney_AUS,-33.84801,151.06488000000002
Singapore_Philippines,14.4847751,121.02324139999996
Shanghai_China,31.14527949999999,121.65728869999998
Santorini_Greece,36.3931562,25.461509200000023
Brussels_Belgium,50.8503463,4.351721099999963
RiodeJaneiro_Brazil,-22.91032538275509,-43.17615806616209
Athens_Greece,37.9745524,23.73099860000002
Rome_Italy,41.89473386221619,12.485379171875024
Giza_Egypt,29.97605670081003,31.13178578564452
milan_italy,45.4662501867008,9.165949407226549
Prague_Czechia,50.0755381,14.43780049999998
Vienna_Austria,48.2081743,16.37381890000006
Nicosia_Cyprus,35.1855659,33.38227640000002
Auckland_NewZealand,-36.8484597,174.76333150000005
Mumbai_India,19.114104480136497,72.87662593173832
Berlin_Germany,52.52000659999999,13.404953999999975
Jerusalem_Israel,31.768319,35.21370999999999
Budapest_Hungary,47.497912,19.04023499999994
Amsterdam_Netherlands,52.3702157,4.895167899999933
Dubai_UAE,25.23125043983635,55.390430779736334
Basel_Switzerland,47.5595986,7.588576099999955
Beijing_China,39.90419989999999,116.40739630000007
KualaLumpur_Malaysia,3.139003,101.68685499999992
Istanbul_Turkey,41.024945920786465,28.929263746191396
